"Id","Title","Release_date","imdb_rating"
"302401","Snowden","2016-09-15",""
"277217","Descendants","2015-07-31",""
"10141","Dirty Rotten Scoundrels","1988-12-14",""
"449749","The Leisure Seeker","2018-01-03",""
"209276","Starred Up","2014-03-21",""
"1807","Elephant","2003-09-20",""
"401","Garden State","2004-07-28",""
"820722","The Good Boss","2021-10-15",""
"14748","Boy A","2007-10-28",""
"5916","The Getaway","1972-09-20",""
"1627","The Wild Child","1970-02-26",""
"351339","Anthropoid","2016-08-12",""
"196024","The Keeper of Lost Causes","2013-10-03",""
"460465","Mortal Kombat","2021-04-07",""
"290250","The Nice Guys","2016-05-15",""
"11634","Show Me Love","1998-10-23",""
"11620","Quo Vadis","1951-11-08",""
"11075","Audition","1999-10-06",""
"10545","The Hunchback of Notre Dame","1996-06-21",""
"1443","The Virgin Suicides","1999-12-31",""
"1010821","Groot Takes a Bath","2022-08-10",""
"1259","Notes on a Scandal","2006-12-25",""
"534338","An Interview with God","2018-08-20",""
"370755","Paterson","2016-11-17",""
"11050","Terms of Endearment","1983-11-20",""
"5817","You, the Living","2007-09-21",""
"606954","I Hate Summer","2020-01-30",""
"399121","An Officer and a Spy","2019-09-30",""
"43128","Sons of the Desert","1933-12-29",""
"1548","Ghost World","2001-07-20",""
"272878","Max","2015-06-26",""
"17379","Last Holiday","2006-01-13",""
"16448","Waiting for Guffman","1996-08-21",""
"9802","The Rock","1996-06-07",""
"487672","Reign of the Supermen","2019-01-13",""
"248933","The Dark Valley","2014-02-13",""
"239563","St. Vincent","2014-10-09",""
"203801","The Man from U.N.C.L.E.","2015-08-13",""
"22383","The Professionals","1966-11-01",""
"9606","Metropolis","2001-05-26",""
"3073","Bud Abbott and Lou Costello Meet Frankenstein","1948-06-15",""
"269494","A Hard Day","2014-05-29",""
"12579","The Woman Next Door","1981-09-30",""
"542921","While at War","2019-09-27",""
"36950","You Don't Know Jack","2010-04-14",""
"394374","At the End of the Tunnel","2016-04-21",""
"102651","Maleficent","2014-05-28",""
"46829","Barney's Version","2010-10-26",""
"5693","Hoosiers","1986-11-14",""
"711","Finding Forrester","2000-12-21",""
"852438","Final Cut","2022-05-18",""
"522039","The Last Black Man in San Francisco","2019-06-07",""
"302429","Strange Magic","2015-01-23",""
"283552","The Light Between Oceans","2016-09-02",""
"10514","The Andromeda Strain","1971-03-12",""
"461955","Rakka","2017-06-14",""
"429191","A Fantastic Woman","2017-04-06",""
"31587","Scarecrow","1973-04-11",""
"15257","Hulk vs. Wolverine","2009-01-27",""
"12584","The Shootist","1976-08-11",""
"768331","The Inner Cage","2021-10-14",""
"321741","Concussion","2015-11-12",""
"17264","The Black Stallion","1979-10-13",""
"11296","Birdy","1984-12-14",""
"3291","Good Night, and Good Luck.","2005-09-16",""
"927","Gremlins","1984-06-07",""
"468225","The Starling","2021-09-17",""
"340027","Brain on Fire","2017-02-22",""
"152584","Blue Is the Warmest Color","2013-10-09",""
"1440","Little Children","2006-10-06",""
"624","Easy Rider","1969-06-26",""
"661374","Glass Onion: A Knives Out Mystery","2022-11-23",""
"440642","The Spacewalker","2017-04-09",""
"348893","Boyka: Undisputed IV","2016-08-01",""
"249688","The End of the Tour","2015-07-31",""
"9787","Lords of Dogtown","2005-06-03",""
"8764","Top Secret!","1984-06-08",""
"18299","Love in the Afternoon","1957-05-29",""
"717980","Sharper","2023-02-10",""
"485166","Amanda","2018-11-21",""
"102899","Ant-Man","2015-07-14",""
"11646","Gallipoli","1981-08-13",""
"9316","Ong Bak: Muay Thai Warrior","2003-01-21",""
"127373","What Maisie Knew","2013-05-02",""
"11934","The Hudsucker Proxy","1994-03-11",""
"267","Live Flesh","1997-10-10",""
"722913","Malcolm & Marie","2021-01-29",""
"593660","My Brother Chases Dinosaurs","2019-09-05",""
"437033","Toc Toc","2017-09-01",""
"42661","The Vikings","1958-06-11",""
"581420","Walk. Ride. Rodeo.","2019-03-08",""
"19186","The Parent Trap","1961-05-13",""
"13752","Max Manus: Man of War","2008-12-18",""
"10497","Bitter Moon","1992-09-02",""
"13928","Knick Knack","1989-11-23",""
"7485","Shooter","2007-03-22",""
"14292","Miracle","2004-02-06",""
"11457","Life as a House","2001-10-25",""
"8095","Cleopatra","1963-06-12",""
"5335","Theorem","1968-09-07",""
"455207","Crazy Rich Asians","2018-08-15",""
"11897","How the West Was Won","1962-10-01",""
"9675","Sideways","2004-10-22",""
"4727","Le Gendarme de Saint-Tropez","1964-09-08",""
"3293","Pirates of Silicon Valley","1999-05-10",""
"241","Natural Born Killers","1994-08-25",""
"173","20,000 Leagues Under the Sea","1954-12-23",""
"606679","The High Note","2020-06-10",""
"602223","The Forever Purge","2021-06-30",""
"43641","Superman/Shazam!: The Return of Black Adam","2010-11-16",""
"661914","One Night in Miami...","2020-12-25",""
"599281","Fear of Rain","2021-02-12",""
"365942","The Space Between Us","2017-01-26",""
"79113","A Princess for Christmas","2011-12-03",""
"11042","The Barbarian Invasions","2003-09-24",""
"8053","The Three Burials of Melquiades Estrada","2005-11-17",""
"4972","The Green Butchers","2003-03-08",""
"1581","The Holiday","2006-12-08",""
"211052","Miss Violence","2013-09-09",""
"13459","Barbie in 'A Christmas Carol'","2008-11-03",""
"1374","Rocky IV","1985-11-21",""
"860","WarGames","1983-06-03",""
"645689","The Duke","2021-07-23",""
"639721","The Addams Family 2","2021-10-01",""
"364051","The Innocents","2016-02-10",""
"11770","Shaolin Soccer","2001-07-05",""
"2007","Lorenzo's Oil","1992-12-30",""
"894205","Werewolf by Night","2022-09-25",""
"568467","Ammonite","2020-11-13",""
"525183","Paddleton","2019-02-22",""
"21542","Love Don't Co$t a Thing","2003-12-12",""
"13580","The Spy Who Came in from the Cold","1965-12-16",""
"33667","Gentleman's Agreement","1947-11-11",""
"17187","The Emperor's Club","2002-11-22",""
"10653","The Seven Year Itch","1955-06-03",""
"926899","The House","2022-01-14",""
"511809","West Side Story","2021-12-08",""
"459950","Feed","2017-04-05",""
"315011","Shin Godzilla","2016-07-29",""
"45094","Conviction","2010-10-15",""
"38397","The Legend of Al, John and Jack","2002-12-13",""
"25736","The Postman Always Rings Twice","1946-05-02",""
"14886","The Last Detail","1973-12-11",""
"657","From Russia with Love","1963-10-10",""
"13925","Luxo Jr.","1986-08-17",""
"445","Cach?","2005-10-05",""
"664413","365 Days","2020-02-07",""
"382399","High Strung","2016-04-08",""
"91417","Dragons: Gift of the Night Fury","2011-11-15",""
"43539","The Next Three Days","2010-11-18",""
"588182","Compartment No. 6","2021-10-29",""
"282631","The Admiral: Roaring Currents","2014-07-30",""
"9393","Before the Fall","2004-07-04",""
"4104","Benny & Joon","1993-04-16",""
"1730","Inland Empire","2006-09-06",""
"15400","Mickey's Once Upon a Christmas","1999-10-31",""
"7343","City of Men","2007-08-31",""
"1103","Escape from New York","1981-05-23",""
"393519","Raw","2016-11-11",""
"120605","The Punisher: Dirty Laundry","2012-07-16",""
"77495","Sleep Tight","2011-10-14",""
"44115","127 Hours","2010-11-12",""
"22536","Thirst","2009-04-30",""
"9281","Witness","1985-02-08",""
"4512","The Assassination of Jesse James by the Coward Robert Ford","2007-09-07",""
"1900","Traffic","2000-03-23",""
"468","My Own Private Idaho","1991-02-01",""
"270400","Breathe","2014-11-12",""
"59474","Cazuza: Time Doesn't Stop","2004-06-11",""
"19236","Santa Sangre","1989-11-24",""
"745881","The Medium","2021-07-14",""
"696806","The Adam Project","2022-03-11",""
"1584","School of Rock","2003-10-03",""
"588921","AINBO: Spirit of the Amazon","2021-02-09",""
"116149","Paddington","2014-11-24",""
"17443","...And Justice for All","1979-10-19",""
"886","The Cincinnati Kid","1965-10-15",""
"9631","The Negotiator","1998-07-29",""
"2028","Say Anything...","1989-04-14",""
"696157","Whitney Houston: I Wanna Dance with Somebody","2022-12-20",""
"504827","The Bob's Burgers Movie","2022-05-26",""
"50270","Paprika","1991-02-13",""
"12143","Bad Lieutenant","1992-11-20",""
"10439","Hocus Pocus","1993-07-16",""
"546","Transamerica","2005-12-23",""
"651070","A Fall from Grace","2020-01-17",""
"30890","Radio Days","1987-01-30",""
"7980","The Lovely Bones","2009-12-26",""
"777245","Women Talking","2022-12-23",""
"570131","Love at Second Sight","2019-01-18",""
"567609","Ready or Not","2019-08-21",""
"418680","Goodbye Christopher Robin","2017-09-29",""
"412202","Handsome Devil","2017-02-15",""
"282069","Parasyte: Part 1","2014-11-29",""
"1623","Brubaker","1980-06-20",""
"1547","The Lost Boys","1987-07-31",""
"172106","Jappeloup","2013-03-13",""
"11936","City of Women","1980-03-28",""
"641662","Pieces of a Woman","2020-12-30",""
"328387","Nerve","2016-06-27",""
"103328","Holy Motors","2012-07-02",""
"9994","The Great Mouse Detective","1986-07-02",""
"926","Galaxy Quest","1999-12-25",""
"2","Ariel","1988-10-21",""
"615665","Holidate","2020-10-27",""
"556678","Emma.","2020-02-13",""
"16608","The Proposition","2005-10-06",""
"429197","Vice","2018-12-25",""
"348089","Grease Live","2016-01-31",""
"327029","Power Rangers","2015-02-24",""
"302946","The Accountant","2016-10-13",""
"254201","The Absent One","2014-10-02",""
"56292","Mission: Impossible - Ghost Protocol","2011-12-07",""
"811367","22 vs. Earth","2021-04-30",""
"127517","Disconnect","2012-09-11",""
"33613","The Girl Who Kicked the Hornet's Nest","2009-11-27",""
"838","American Graffiti","1973-08-01",""
"483","Wild at Heart","1990-08-17",""
"300","The Science of Sleep","2006-02-11",""
"636565","Rose Island","2020-12-09",""
"585083","Hotel Transylvania: Transformania","2022-02-25",""
"367544","The Spirit of Christmas","2015-11-28",""
"103731","Mud","2013-04-26",""
"18971","Rosencrantz & Guildenstern Are Dead","1991-02-08",""
"10994","White Oleander","2002-10-11",""
"2671","Ring","1998-01-30",""
"525686","Mi prima la sex?loga","2016-07-21",""
"250734","Far from the Madding Crowd","2015-04-23",""
"2769","An American in Paris","1951-09-26",""
"366564","Comment c'est loin","2015-12-09",""
"64720","Take Shelter","2011-09-30",""
"8079","Om Shanti Om","2007-11-07",""
"39105","Dragon Ball Z: Bojack Unbound","1993-07-10",""
"14943","Crows Zero","2007-10-26",""
"40751","Ashes of Time","1994-09-17",""
"14412","Body Heat","1981-08-28",""
"470333","Hearts Beat Loud","2018-06-08",""
"297556","Justice League: Throne of Atlantis","2015-01-27",""
"48714","The Big Shave","1967-12-29",""
"12545","Jesus Christ Superstar","1973-08-15",""
"8428","Pump Up the Volume","1990-08-22",""
"522241","The Courier","2020-01-24","4.8/10"
"391757","Never Back Down: No Surrender","2016-06-05",""
"369972","First Man","2018-10-10",""
"56975","I Thought It Was Love","1991-12-20",""
"43959","Soul Surfer","2011-04-08",""
"18305","A Better Tomorrow II","1987-12-17",""
"11815","The Fly","1958-07-16",""
"5767","Two for the Road","1967-04-27",""
"340357","April and the Extraordinary World","2015-11-04",""
"287947","Shazam!","2019-03-29",""
"127380","Finding Dory","2016-06-16",""
"36955","True Lies","1994-07-15",""
"26610","Insomnia","1997-03-14",""
"632856","Spirited","2022-11-10",""
"408508","Blue Jay","2016-10-07",""
"251519","Son of Batman","2014-05-13",""
"21614","Hera Pheri","2000-03-31",""
"7326","Juno","2007-12-05",""
"644","A.I. Artificial Intelligence","2001-06-29",""
"82633","Lawless","2012-08-29",""
"561","Constantine","2005-02-08",""
"414453","Columbus","2017-08-04",""
"5698","The Great Train Robbery","1903-12-07",""
"4946","The Swimming Pool","1969-01-31",""
"567189","Tom Clancy's Without Remorse","2021-04-29",""
"156700","The Kings of Summer","2013-01-19",""
"8293","Howards End","1992-03-13",""
"558582","First Cow","2019-08-30",""
"388399","Patriots Day","2016-12-12",""
"11224","Cinderella","1950-02-22","7.7/10"
"10868","The Accused","1988-10-14",""
"118","Charlie and the Chocolate Factory","2005-07-13",""
"727745","The Kissing Booth 3","2021-08-11",""
"524251","I See You","2019-09-11",""
"505600","Booksmart","2019-05-24",""
"501633","Invisibles","2019-01-09",""
"18747","Election","2005-10-20",""
"43347","Love & Other Drugs","2010-11-22",""
"11942","Bring Me the Head of Alfredo Garcia","1974-08-01",""
"1682","Mothra vs. Godzilla","1964-04-29",""
"1485","Get Carter","1971-02-03",""
"31516","On the Town","1949-12-08",""
"16559","The Picture of Dorian Gray","1945-03-01",""
"10974","Armour of God","1986-08-16",""
"3423","The Things of Life","1970-03-13",""
"847","Willow","1988-05-20",""
"892515","Masquerade","2022-11-01",""
"660942","The Innocents","2021-09-03",""
"553600","Promare","2019-05-24",""
"524348","The Report","2019-09-12",""
"2742","Naked Lunch","1991-12-27",""
"604","The Matrix Reloaded","2003-05-15",""
"333352","Eye in the Sky","2016-03-10",""
"28384","Husbands and Wives","1992-09-18",""
"15060","Futurama: Into the Wild Green Yonder","2009-02-23",""
"11797","Fright Night","1985-08-02",""
"3053","Dance of the Vampires","1967-02-01",""
"556803","The Princess Switch","2018-11-16",""
"335787","Uncharted","2022-02-10",""
"31906","The Beguiled","1971-03-31",""
"22855","Superman/Batman: Public Enemies","2009-09-29",""
"924","Dawn of the Dead","2004-03-19",""
"744","Top Gun","1986-05-16",""
"276907","Legend","2015-09-09",""
"256835","Toy Story That Time Forgot","2014-12-02",""
"236735","Marshland","2014-09-25",""
"537055","Wonder Woman: Bloodlines","2019-10-04",""
"472451","Boy Erased","2018-09-24",""
"27725","High Sierra","1941-01-23",""
"13989","24: Redemption","2008-11-23",""
"8408","Day of the Dead","1985-07-03",""
"5919","The Towering Inferno","1974-12-14",""
"293","A River Runs Through It","1992-10-09",""
"1010818","Groot's First Steps","2022-08-10",""
"22201","Gunfight at the O.K. Corral","1957-05-30",""
"2907","The Addams Family","1991-11-22",""
"526","Ladyhawke","1985-03-27",""
"614488","Street Flow","2019-10-12",""
"254320","The Lobster","2015-10-15",""
"62211","Monsters University","2013-06-19",""
"24163","As Tears Go By","1988-06-09",""
"11975","The Rainmaker","1997-11-18",""
"11085","Mutiny on the Bounty","1962-11-08",""
"533","Wallace & Gromit: The Curse of the Were-Rabbit","2005-09-04",""
"378","Raising Arizona","1987-03-01",""
"381356","Five","2016-03-30",""
"74306","God Bless America","2011-09-09",""
"11447","The Son's Room","2001-03-09",""
"11257","A Room with a View","1985-12-13",""
"1643","Last Tango in Paris","1972-10-14",""
"436931","Pok?mon the Movie: I Choose You!","2017-07-15",""
"19971","The Little Girl Who Lives Down the Lane","1976-12-25","7/10"
"18861","Naruto the Movie: Guardians of the Crescent Moon Kingdom","2006-08-05",""
"11219","The Trouble with Harry","1955-10-03",""
"11000","The Birdcage","1996-03-08",""
"1090","The Thirteenth Floor","1999-04-16","7/10"
"56020","Radiofreccia","1998-10-16",""
"37347","Fort Apache","1948-06-14",""
"13550","The Changeling","1980-03-28",""
"445651","The Darkest Minds","2018-07-25",""
"332283","Mary Shelley","2017-08-06",""
"236028","Castello Cavalcanti","2013-11-12",""
"13378","Mickey's Twice Upon a Christmas","2004-11-15","6.4/10"
"11893","Runaway Train","1985-11-15",""
"1694","Re-Animator","1985-10-18",""
"718032","Licorice Pizza","2021-11-26",""
"579583","The King of Staten Island","2020-07-22",""
"597208","Nightmare Alley","2021-12-02",""
"420821","Chip 'n Dale: Rescue Rangers","2022-05-20",""
"325690","The Legendary Giulia and Other Miracles","2015-02-19",""
"36658","X2","2003-04-27",""
"14448","Love Songs","2007-05-23",""
"233063","Suck Me Shakespeer","2013-11-07",""
"25103","Night of the Demon","1957-11-09",""
"9450","Brassed Off","1996-11-01",""
"7299","Equilibrium","2002-12-06",""
"471880","Cinderella the Cat","2017-09-14",""
"53487","This Must Be the Place","2011-08-24",""
"433945","Tokyo Ghoul","2017-07-16",""
"458737","First Reformed","2018-05-18",""
"402897","The Death of Stalin","2017-10-20",""
"283564","SlugTerra: Return of the Elementals","2014-08-02",""
"82684","Chasing Mavericks","2012-10-25",""
"29987","Facing Windows","2003-02-27",""
"11690","Bloodsport","1988-02-26",""
"1382","Me and You and Everyone We Know","2005-06-17",""
"228970","Wild","2014-01-16",""
"62204","Quest for Fire","1981-12-16",""
"15765","What's Love Got to Do with It","1993-06-09",""
"11336","The Dead Zone","1983-10-21",""
"2623","An Officer and a Gentleman","1982-07-28",""
"1662","State of Grace","1990-09-14",""
"174","Star Trek VI: The Undiscovered Country","1991-12-06",""
"746131","Paris, 13th District","2021-11-03",""
"734265","Love Hard","2021-11-05",""
"491926","Resistance","2020-03-27",""
"457799","Extremely Wicked, Shockingly Evil and Vile","2019-05-02",""
